item,restaurant,price_usd
Shrimp Chow Mei Fun,Asian Buffet,6.95
Singapore Mei Fun,Asian Buffet,7.50
Chow Mei Fun,Asian Buffet,6.25
House Special Mei Fun,Asian Buffet,7.50
Sauteed Mixed Vegetables,Asian Buffet,6.25
Sauteed Mixed Vegetables with Bean Curd,Asian Buffet,6.25
Sauteed Fresh Broccoli,Asian Buffet,6.25
Sauteed String Beans,Asian Buffet,6.25
Vegetable Egg Foo Young,Asian Buffet,5.95
Beef or Shrimp Egg Foo Young,Asian Buffet,6.25
Roast Pork or Chicken Egg Foo Young,Asian Buffet,5.95
House Special Egg Foo Young,Asian Buffet,6.25
Coconut Chicken,Asian Buffet,7.30
Honey Chicken,Asian Buffet,7.30
Chicken with Broccoli,Asian Buffet,7.30
Cashew Chicken,Asian Buffet,7.30
Szechuan Chicken,Asian Buffet,7.30
Almond Chicken,Asian Buffet,7.30
Chicken with Scallion,Asian Buffet,7.30
Chicken with Mixed Vegetables,Asian Buffet,7.30
Chicken with Black Pepper,Asian Buffet,7.30
Moo Goo Gai Pan,Asian Buffet,7.30
Curry Chicken,Asian Buffet,7.30
Kung Pao Chicken,Asian Buffet,7.30
Lemon Chicken,Asian Buffet,7.30
Chicken with Garlic Sauce,Asian Buffet,7.30
Chicken with Snow Peas,Asian Buffet,7.30
Beef with Mixed Vegetable,Asian Buffet,7.80
Beef with Broccoli,Asian Buffet,7.80
Szechuan Beef,Asian Buffet,7.80
Kung Pao Beef,Asian Buffet,7.80
Beef with Garlic Sauce,Asian Buffet,7.80
Beef with String Beans,Asian Buffet,7.80
Beef with Snow Peas,Asian Buffet,7.80
Mongolian Beef,Asian Buffet,7.80
Pepper Steak with Onion,Asian Buffet,7.80
Beef with Oyster Sauce,Asian Buffet,7.80
Hunan Beef,Asian Buffet,7.80
Moo Shu Beef,Asian Buffet,7.80
Beef with Mushroom,Asian Buffet,7.80
Pork with Mixed Vegetables,Asian Buffet,6.95
Moo Shu Pork,Asian Buffet,6.95
Pork with Peking Sauce,Asian Buffet,6.95
Ginger Pork and Scallion,Asian Buffet,6.95
Pork with Broccoli,Asian Buffet,6.95
Pork With Garlic Sauce,Asian Buffet,6.95
Sliced Pork Double Sauteed with Chili Sauce,Asian Buffet,6.95
Coconut Shrimp,Asian Buffet,8.75
Shrimp with Garlic Sauce,Asian Buffet,8.75
Curry Shrimp,Asian Buffet,8.75
Hunan Shrimp,Asian Buffet,8.75
Szechuan Shrimp,Asian Buffet,8.75
Shrimp with Lobster Sauce,Asian Buffet,8.75
Shrimp with Cashew Nuts,Asian Buffet,8.75
Shrimp with Mixed Vegetables,Asian Buffet,8.75
Shrimp with Broccoli,Asian Buffet,8.75
Scallops with Garlic Sauce,Asian Buffet,8.75
Steamed String Bean,Asian Buffet,5.50
Steamed Vegetable Lo Mein,Asian Buffet,5.95
Steamed Chicken with Snow Peas,Asian Buffet,7.00
Steamed Scallops with Mixed Vegetables,Asian Buffet,8.50
Steamed Snow Peas,Asian Buffet,5.50
Steamed Chicken with Broccoli,Asian Buffet,7.00
Steamed Shrimp with Broccoli,Asian Buffet,8.50
Steamed Seafood with Mixed Vegetables,Asian Buffet,8.50
Orange Chicken or Beef,Asian Buffet,8.50
Sesame Chicken (White Meat),Asian Buffet,8.50
Four Seasons,Asian Buffet,9.50
Seafood Combination,Asian Buffet,10.95
Hunan Triple Delight,Asian Buffet,10.95
Dragon and Phoenix,Asian Buffet,9.95
General Tso’s Chicken,Asian Buffet,8.50
Triple Delight,Asian Buffet,9.50
Happy Family,Asian Buffet,9.95
Beef and Scallops with Garlic Sauce,Asian Buffet,9.95
House Special Chicken,Asian Buffet,10.95
Chicken and Shrimp with Brown Sauce,Asian Buffet,9.95
Sauteed Mixed Vegetables,Asian Buffet,6.95
Pepper Steak,Asian Buffet,6.95
Beef with Vegetable,Asian Buffet,6.95
Cashew Chicken,Asian Buffet,6.95
Curry Chicken,Asian Buffet,6.95
Chicken with Broccoli,Asian Buffet,6.95
Pork With Mushrooms,Asian Buffet,6.95
Sesame Chicken,Asian Buffet,6.95
Hunan Shrimp,Asian Buffet,6.95
Shrimp Egg Foo Young,Asian Buffet,6.95
Beef with Broccoli,Asian Buffet,6.95
Kung Pao Beef,Asian Buffet,6.95
Sweet and Sour Chicken or Pork,Asian Buffet,6.95
Chicken With Garlic Sauce,Asian Buffet,6.95
Szechuan Chicken,Asian Buffet,6.95
Pork With Garlic Sauce,Asian Buffet,6.95
General Tso’s Chicken,Asian Buffet,6.95
Shrimp With Vegetable,Asian Buffet,6.95
Kung Pao Shrimp,Asian Buffet,6.95
Chicken or Beef Egg Foo Young,Asian Buffet,6.95
Turkey Club,Au Bon Pain,6.49
Caprese,Au Bon Pain,6.19
Caprese with Chicken,Au Bon Pain,6.79
Chipotle Black Bean Burger with Avocado,Au Bon Pain,6.79
Black Angus Roast Beef & Herb Cheese,Au Bon Pain,6.79
Chipotle Turkey with Avocado,Au Bon Pain,6.99
Grilled Chicken Avocado,Au Bon Pain,6.99
Black Angus Steak & Cheese,Au Bon Pain,7.19
Turkey Cubano,Au Bon Pain,6.19
Tuscan Grilled Cheese,Au Bon Pain,5.69
Chicken Pomodoro,Au Bon Pain,6.99
Newport Turkey,Au Bon Pain,6.99
Turkey & Cheddar,Au Bon Pain,6.79
Classic Chicken Salad,Au Bon Pain,5.89
Turkey & Swiss,Au Bon Pain,6.39
Tuna Salad,Au Bon Pain,5.99
Black Forest Ham & Cheddar,Au Bon Pain,5.99
Black Angus Roast Beef & Cheddar,Au Bon Pain,6.39
Grilled Chicken,Au Bon Pain,5.89
BLT,Au Bon Pain,5.19
Thai Peanut Chicken,Au Bon Pain,5.99
Chicken Caesar,Au Bon Pain,5.89
Waldorf Turkey,Au Bon Pain,6.29
Veggie & Hummus,Au Bon Pain,5.99
Napa Chicken with Avocado,Au Bon Pain,6.29
Chicken Cobb with Avocado,Au Bon Pain,7.69
Vegetarian Deluxe,Au Bon Pain,6.79
Chicken Caesar Asiago,Au Bon Pain,6.99
Thai Peanut Chicken,Au Bon Pain,7.09
Turkey Apple Brie,Au Bon Pain,7.19
Tuna Garden,Au Bon Pain,6.99
Southwest Chicken,Au Bon Pain,7.39
Any Small Soup & Any Half Sandwich,Au Bon Pain,6.99
Any Small Soup & Any Half Wrap,Au Bon Pain,6.99
Any Small Soup & Whole Signature or Oven Hot Sandwich,Au Bon Pain,8.99
Any Small Soup & Whole Cafe Sandwich,Au Bon Pain,7.99
Any Small Soup & Whole Wrap,Au Bon Pain,7.99
Any Small Soup & Specialty Salad,Au Bon Pain,8.99
Egg Whites & Cheddar,Au Bon Pain,3.49
"Egg Whites, Cheddar & Avocado",Au Bon Pain,4.19
2 Egg & Cheddar Sandwich,Au Bon Pain,2.89
"2 Egg & Cheddar Sandwich with Sausage, Bacon or Ham",Au Bon Pain,3.49
2 Egg Sandwich,Au Bon Pain,2.49
"2 Egg Sandwich with Sausage, Bacon or Ham",Au Bon Pain,3.09
Smoked Salmon Wasabi,Au Bon Pain,3.99
Toasted Bagel & Cream Cheese,Au Bon Pain,2.19
Bagels,Au Bon Pain,4.99
Bagels,Au Bon Pain,8.99
Caffe Americano – Hot or Iced,Au Bon Pain,2.29
Espresso (Double Shot) – Hot,Au Bon Pain,1.59
Cappuccino – Hot,Au Bon Pain,3.29
Caffe Latte – Hot or Iced,Au Bon Pain,3.29
Mocha Latte – Hot or Iced,Au Bon Pain,3.29
Vanilla Latte – Hot or Iced,Au Bon Pain,3.29
Chai Latte – Hot or Iced,Au Bon Pain,3.29
Caffe Viennese – Hot or Iced,Au Bon Pain,3.29
Caramel Macchiato – Hot or Iced,Au Bon Pain,3.29
Caffe Milano – Hot or Iced,Au Bon Pain,3.29
Hot Chocolate – Hot,Au Bon Pain,2.49
Add Shot of Espresso,Au Bon Pain,0.79
Add Flavor Shot,Au Bon Pain,0.59
Cookie,Au Bon Pain,0.99
Pretzel Nuggets & Soda Combo,Auntie Anne's,6.37
Pretzel Nuggets &  Lemonade Combo,Auntie Anne's,6.97
Mini Pretzel Dogs & Soda Combo,Auntie Anne's,7.25
Mini Pretzel Dogs & Lemonade Combo,Auntie Anne's,7.85
Pretzel Dogs,Auntie Anne's,6.00
Pretzel Dog,Auntie Anne's,3.59
Mini Pretzel Dog,Auntie Anne's,4.99
Pepperoni Pretzel,Auntie Anne's,3.59
Original Pretzel Nuggets,Auntie Anne's,3.79
Cinnamon Sugar Pretzel Nuggets,Auntie Anne's,3.79
Cheddar Stuffed Pretzel Nuggets (Limited Time),Auntie Anne's,4.99
Original Pretzel,Auntie Anne's,3.29
Cinnamon Sugar Pretzel,Auntie Anne's,3.29
Jalapeno Pretzel,Auntie Anne's,3.29
Sweet Almond Pretzel,Auntie Anne's,3.29
Sour Cream & Onion Pretzel,Auntie Anne's,3.29
Roasted Garlic & Parmesan Pretzel,Auntie Anne's,3.29
Raisin Pretzel,Auntie Anne's,3.29
Melted Cheese Dip,Auntie Anne's,0.89
Caramel Dip,Auntie Anne's,0.79
Cheese Dip,Auntie Anne's,0.79
Hot Salsa Cheese Dip,Auntie Anne's,0.79
Light Cream Cheese Dip,Auntie Anne's,0.79
Marinara Dip,Auntie Anne's,0.79
Sweet Glaze Dip,Auntie Anne's,0.79
Sweet Mustard Dip,Auntie Anne's,0.79
"Lemonade Mixers (Blue Raspberry, Cherry, Mango, Strawberry or Peach)",Auntie Anne's,2.69
"Lemonade Mixers (Blue Raspberry, Cherry, Mango, Strawberry or Peach)",Auntie Anne's,2.89
"Frozen Lemonade Mixers (Blue Raspberry, Cherry, Mango or Strawberry)",Auntie Anne's,2.99
"Frozen Lemonade Mixers (Blue Raspberry, Cherry, Mango or Strawberry)",Auntie Anne's,3.09
Old Fashioned Lemonade,Auntie Anne's,2.39
Old Fashioned Lemonade,Auntie Anne's,2.59
Coca-Cola Products ,Auntie Anne's,1.79
Coca-Cola Products ,Auntie Anne's,1.99
Coca-Cola Products ,Auntie Anne's,1.89
Water,Auntie Anne's,1.19
Coffee,Auntie Anne's,1.19
Sugar Plum Lemonade Mixer (Limited Time),Auntie Anne's,2.69
"
Chicken
",Azteca,12.50
"
Pork
",Azteca,12.50
"
Steak
",Azteca,14.50
"
Shrimp
",Azteca,14.50
"
Veggie
",Azteca,12.50
"
Chicken
",Azteca,12.50
"
Pork
",Azteca,12.50
"
Steak
",Azteca,14.50
"
Shrimp
",Azteca,14.50
"
Lunch Poco 1
",Azteca,8.50
"
Lunch Poco 2
",Azteca,10.00
"
Lunch Grande 1
",Azteca,10.50
"
Lunch Grande 2
",Azteca,13.50
"
Lunch Chile Colorado

Cuts of beef, slow-simmered in our mild red chile sauce with onions and tomatoes.",Azteca,11.50
"
Lunch Chile Verde

Chunks of slow-baked pork blended with a mild, green tomatillo sauce, green peppers, onions and selected spices.",Azteca,11.50
"
Lunch Chicken Carnitas

Strips of chicken breast, grilled with green peppers, tomatoes and onions.",Azteca,11.50
"
Lunch Arroz con Pollo

Strips of boneless breast of chicken sauteed in a tomato sauce with mushrooms and onions. Served over a bed of Mexican rice and melted Monterey Jack cheese. (Not served with beans.)",Azteca,11.50
"
Lunch Pollo la Crema

Boneless breast of chicken sauteed with onions and mushrooms in a cream sauce. Garnished with Cotija Mexican cheese.",Azteca,11.50
"
Lunch Chicken Taquito Combo
",Azteca,11.50
"
Lunch The Famous Macho Burrito

A Flour tortilla filled with Mexican or white rice, black beans, refried or Rancho beans and your choice of ground beef, chicken, chile verde, picadillo or chile colorado. Topped with burrito sauce and Cheddar cheese. Covered with lettuce, tomatoes, crema Mexicana and Cotija Mexican cheese.",Azteca,12.00
"
Lunch Azteca Mexi – Rice Bowl

White rice topped with shredded lettuce, black beans, grilled chicken breast, pico de gallo, cheddar cheese & sliced avocados.",Azteca,11.50
"
Lunch Grilled Chimis

Not Fried! Two chimichangas with your choice of seasoned ground beef, chicken or picadillo stuffed in a grilled flour tortilla. Served with sour cream, avocado slice and pico de gallo.",Azteca,11.00
"
Lunch Soup and Tostada Salad Combo

Your choice of a cup of Tortilla Soup or Tequila Chowder with a Tostada salad. Choose seasoned ground beef, shredded chicken or picadillo.",Azteca,11.50
"
Lunch Carne Asada

6-oz portion of seasoned skirt steak charbroiled. Garnished with whole green onions, fried jalapeno and fresh guacamole.",Azteca,15.00
"
Lunch Molcajete

Chicken and steak strips sauteed in a mildly spicy sauce with mushrooms and onions. Topped with melted Monterey Jack cheese. Garnished with pico de gallo and a jalapeno pepper.",Azteca,13.00
"
Ceviche GF

Prawns in lime juice, onions, tomatoes, jalapeños, cilantro, garlic, salt and black pepper. Served with three (3) tostaditas.",Azteca,13.00
"
Quesadilla

Two flour tortillas stuffed with Cheddar and Jack cheese, green onions and tomatoes. Served with sour cream and guacamole. Ground beef, chicken, picadillo or spinach.",Azteca,10.50
"
Nachos Azteca

Corn tortilla chips topped with beans, jalapeños and melted Cheddar cheese. Garnished with tomatoes, green onions, sour cream and guacamole.",Azteca,10.50
"
Mexican Pizza

Flour tortilla topped with choice of refried or Rancho beans (whole), and choice of ground beef, chicken or picadillo. Topped with Jack and Cheddar cheese, tomatoes and green onions. Garnished with sour cream and guacamole.",Azteca,12.00
"
Chicken Taquitos

Two rolled flour tortillas stuffed with chicken and Jack cheese. Garnished with tomatoes, Cotija Mexican cheese, sour cream and guacamole.",Azteca,12.50
"
Mariscos Mojo de Ajo

Shrimp sautéed with mushrooms and onions in butter, crushed red peppers and fresh garlic.
Slightly spicy.",Azteca,1/2 lb – 17.50
"
Azteca Queso Dip 

Dip into a blend of selected cheeses, spinach and chiles. All baked together and served with fresh tortilla chips.",Azteca,8.50
"
Appetizer Guacamole

Azteca’s guacamole with chips.",Azteca,9.50
"
La Bandera Ensalada

Garden salad topped with choice of fajitas. Finished with mushrooms, tomatoes, avocados and cheese.",Azteca,"Chicken – 12.50
Pork – 12.50
Steak – 16.00
Shrimp – 16.00"
"
Tostadas Mexicanas

Three (3) ‘tostaditas’ topped with choice of black beans, refried or Rancho (whole) beans, lettuce, cheese, tomatoes, Cotija cheese and choice of ground beef, chicken or picadillo.
Finished with sour cream.",Azteca,10.50
"
Deluxe Taco Salad

Served with your choice of ground beef, chicken or picadillo. Layered with shredded lettuce, cheese, tomatoes, sour cream and fresh guacamole.
(If you would like a flour shell, just ‘lettuce’ know)",Azteca,12.00
"
Molcajete

A Mexican style stew of chicken or steak (or choose a combination of chicken and steak) sautéed in a mildly spicy sauce with mushroom, onions and tomatoes. Topped with melted Jack cheese. Garnished with sliced avocado.",Azteca,21.00
"
Borrego (Lamb Shank)

Marinated, seasoned lamb shank baked. Served with marinade sauce, pico de gallo, sliced avocado and Rancho beans.",Azteca,"One – 21.00
Two – 27.50"
"
Chile Relleno Tradicional

Poblano chile stuffed with Monterey Jack cheese, dipped in egg batter and fried.
Smothered with salsa de Chile Relleno. Finished with crema Mexicana.",Azteca,"One – 12.50
Two – 17.50"
"
Plato Mexicano

Taquito Ranchero ~ Corn tortilla filled with chicken, garnished with onion and cotija cheese
* Carne Asada ~ Filet of skirt steak charbroiled and garnished with grilled onions and a fried jalapeño pepper
Chile Relleno ~ Cheese stuffed Poblano chile, fried in a light egg batter topped with Azteca’s salsa de Chile Relleno
Jalisco-style Enchilada ~ Filled with Jack cheese and dipped in a sauce of mild chiles and seasonings with onion and crema Mexicana.",Azteca,24.00
"
Tres Amigos

Chili Colorado ~ Beef, cooked in a mild red chile sauce and sprinkled with chopped green onions.
Chile Verde ~ Chunks of pork marinated with a mild tomatillo sauce, green peppers, onions and spices.
Chile Relleno ~ Cheese stuffed Poblano chile, fried in a egg batter topped with salsa de Chile Relleno and crema Mexicana.",Azteca,20.00
"
Sopa Azteca (Tortilla Soup)

Chunks of chicken breast and avocado with tortilla strips and shredded cheese in a chicken broth.",Azteca,"Small – 6.50
Large- 9.50"
"
Azteca Chowder

A chowder of chorizo, shrimp, green chiles, tomatoes, cilantro and jalapeños in a clam broth with a hint of Chipotle and Tequila.",Azteca,"Small – 7.50
Large- 10.50"
"
Sopa de Pollo (Chicken Soup)

Chicken, carrots, zucchini and red potatoes in a broth. Cilantro, diced onions, jalapeños, limes and Mexican rice are served on the side.",Azteca,10.50
"
Carne Asada 

Seasoned skirt steak, charbroiled. Garnished with whole green onions, fried jalapeño pepper and guacamole.",Azteca,21.50
"
Carne Asada y Mojo

Your choice of grilled carne asada or grilled pollo asado accompanied by shrimp and mushrooms sautéed in Azteca’s garlic and chile butter.",Azteca,23.50
"
Carne Asada y Mas

Carne Asada combined with your choice of an enchilada, taco or tamale.",Azteca,22.50
"
Chile Verde

Pork marinated in a mild tomatillo sauce, green peppers, onions and selected spices.",Azteca,16.50
"
Chile Colorado

Chunks of beef cooked in a mild red chile sauce garnished with green onions.",Azteca,16.50
"
Steak Fajitas

Steak fajitas are served hot over a bed of sauteed onions and green peppers.
Accompanied with rice, black beans, refried or Rancho (whole) beans, pico de gallo, sour cream, guacamole, Cheddar cheese.
Substitute rice and beans with steamed veggies, house salad or Azteca fries.",Azteca,21.00
"
Shrimp Fajitas

Shrimp fajitas are served hot over a bed of sauteed onions and green peppers.
Accompanied with rice, black beans, refried or Rancho (whole) beans, pico de gallo, sour cream, guacamole, Cheddar cheese.
Substitute rice and beans with steamed veggies, house salad or Azteca fries.",Azteca,21.00
"
Chicken Fajitas

Chicken fajitas are served hot over a bed of sauteed onions and green peppers. Accompanied with rice, black beans, refried or Rancho (whole) beans, pico de gallo, sour cream, guacamole, Cheddar cheese. Substitute rice and beans with steamed veggies, house salad or Azteca fries",Azteca,17.50
"
Pork Carnitas Fajitas
Pork carnitas fajitas are served hot over a bed of sauteed onions and green peppers. Accompanied with rice, black beans, refried or Rancho (whole) beans, pico de gallo, sour cream, guacamole, Cheddar cheese. Substitute rice and beans with steamed veggies, house salad or Azteca fries.",Azteca,17.50
"
Vegi-Fajitas

Vegi-fajitas are served hot over a bed of sauteed onions and green peppers. Accompanied with rice, black beans, refried or Rancho (whole) beans, pico de gallo, sour cream, guacamole, Cheddar cheese. Substitute rice and beans with steamed veggies, house salad or Azteca fries.",Azteca,14.50
"
Fajita Sampler

Fajita Sampler is a combination of steak, chicken and shrimp, served hot over a bed of sauteed onions and green peppers. Accompanied with rice, black beans, refried or Rancho (whole) beans, pico de gallo, sour cream, guacamole, Cheddar cheese. Substitute rice and beans with steamed veggies, house salad or Azteca fries.",Azteca,22.00
"
Fajitas for Two

Fajitas for Two is served family style with your choice of two meats (chicken, steak, shrimp, carnitas or al Pastor), served hot over a bed of sauteed onions and green peppers.
Accompanied with rice, black beans, refried or Rancho (whole) beans, pico de gallo, sour cream, guacamole, Cheddar cheese.
Substitute rice and beans with steamed veggies, house salad or Azteca fries",Azteca,38.00
"
Fajita Quesadilla

Flour tortilla stuffed with Cheddar and Jack cheese, your favorite fajita meat and pico de gallo. Garnished with grilled onions and green peppers, sour cream and guacamole.",Azteca,"Chicken – 13.50
Pork – 13.50
Steak – 17.00
Shrimp – 17.00"
"
Shrimp Enchiladas

Two (2) Shrimp enchiladas (mojo de ajo style) finished with our Salsa de Mazatlan. Served with black beans and white rice.",Azteca,16.50
"
Enchiladas Verdes

A blend of tomatillos (green tomatoes) and green chiles.",Azteca,12.50
"
Enchiladas en Mole
",Azteca,12.50
"
Enchiladas a la Crema

Enchiladas smothered with a cream sauce and Cheddar cheese. ",Azteca,12.50
"
Enchiladas Ranchera

Enchiladas smothered with Arroz con Pollo salsa, diced white onions, green peppers, tomatoes and Jack cheese.",Azteca,12.50
"
Arroz con Mariscos

Shrimp sautéed in a tomato sauce with mushrooms and onions. Served over a bed of rice with Jack cheese. (Not served with beans)",Azteca,20.50
"
Mariscos Mojo de Ajo

Shrimp sautéed with mushrooms and onions in butter, crushed red peppers and fresh garlic. Slightly spicy.",Azteca,20.50
"
Camarones Monterey

Cilantro and garlic marinated shrimp wrapped in bacon, baked and served Fajita style over sautéed onions, carrots and green peppers. Topped with melted Jack cheese. Served with pico de gallo, sour cream and guacamole.",Azteca,22.50
"
Camarones Blancos

A mix of sautéed shrimp, mushrooms, onions, green peppers and carrots over white rice, nestled in a jalapeño sauce. (Not served with beans)",Azteca,20.50
"
Coctel de Camarones

A combination of shrimp, pico de gallo, and diced avocados. Served marinated in natural juices. Served hot or cold.
(Not served with rice and beans)",Azteca,18.00
"
Pollo Asado al Carbon

Charbroiled Adobo (marinated) chicken breast.
Garnished with guacamole.",Azteca,17.50
"
Pollo a la Crema

Strips of chicken breast sautéed with onions and mushrooms in a cream sauce. Garnished with Cotija Mexican cheese.",Azteca,17.00
"
Chicken en Mole

Sautéed strips of chicken breast in a Mexican mole sauce.",Azteca,17.50
"
Chicken Carnitas

Sautéed strips of chicken breast with green peppers, tomatoes and onions.",Azteca,17.00
"
Arroz con Pollo

Boneless breast of chicken sautéed in a tomato sauce with mushrooms. Served over a bed of rice and melted Jack cheese. (Not served with beans)",Azteca,17.00
"
Pollo Fundido

Rolled flour tortilla,  filled with seasoned chicken and smothered with jalapeño cream cheese and melted American cheese. Served with guacamole.",Azteca,15.50
"
Pollo Blanco

A mix of sautéed chicken, mushrooms, onions, green peppers and carrots laced over white rice in a jalapeño sauce. (Not served with beans)",Azteca,17.00
"
Tacos al Pastor

Diced pork marinated in a special spice blend including Chile California, pineapple, lemon juice, garlic, cumin, cloves and bay leaves. Made with your choice of corn or flour tortillas. Garnished with grilled green onions, fresh pico de gallo, avocado slice and lime wedge.",Azteca,15.00
"
Tacos Autenticos

Three (3) tacos made with corn tortillas, charbroiled steak or chicken, finished with white onions, cilantro and Azteca salsa.",Azteca,"Steak – 18.00
Chicken – 15.00"
"
Carnitas Tacos

Slow cooked, simmered, roasted pork. Finished with diced white onions and cilantro. Garnished with lettuce, mixed cabbage and lime wedge.",Azteca,15.00
"
Fish Tacos

Three (3) Fish Tacos (baked tortilla tilapia). Finished with cabbage, fresh pico de gallo and Azteca’s Chipotle Ranch sauce. Garnished with lime wedge and orange wheel.",Azteca,16.00
"
Shrimp Tacos

Three (3) shrimp tacos served mojo de ajo style (sautéed in Azteca’s garlic butter ~ slightly spicy) and finished with cabbage, pico de gallo and Azteca’s Chipotle Ranch sauce.",Azteca,17.00
"
Tacos al Carbon

Three (3) corn tortillas dipped in our special sauce, grilled and stuffed with your choice of charbroiled steak or chicken. Garnished with tomatoes, Cotija cheese and guacamole.",Azteca,"Steak – 18.00
Chicken – 15.00"
"
Macho Burrito

A flour tortilla filled with rice, beans and choice of ground beef, chicken, picadillo, chile verde or chile Colorado. Smothered with burrito sauce and topped with Cheddar cheese, lettuce, tomatoes, crema Mexicana and Cotija Mexican cheese.",Azteca,14.00
"
Fajita Burrito

Flour tortilla stuffed with rice, beans, grilled onions and green peppers. Topped with Arroz con Pollo sauce and garnished with pico de gallo, sour cream and guacamole.",Azteca,"Shrimp – 18.00
Chicken – 14.50
Steak – 18.00"
